GemName,Usage (GS),Usage (NR),Downloads,% Usage (GS),% Usage (NR),% Downloads
frac,1,3,1546,0.001362398,0.000396301,0.000215278
to_xls,1,24,7003,0.001362398,0.00317041,0.000975154
mongoid_collection_snapshot,1,1,147,0.001362398,0.0001321,2.04695E-05
subexec,1,420,149535,0.001362398,0.055482166,0.020822463
net-ssh,18,2168,1849563,0.024523161,0.286393659,0.257548117
net-ssh-gateway,1,1311,1060104,0.001362398,0.17318362,0.147617458
scrapi,1,15,9196,0.001362398,0.001981506,0.001280525
texp,1,2,697,0.001362398,0.000264201,9.70559E-05
tidy,2,38,17292,0.002724796,0.005019815,0.002407878
stomp,8,70,112274,0.010899183,0.009247028,0.01563394
ruby-hl7,1,5,3645,0.001362398,0.000660502,0.000507559
acts_as_singleton,1,13,6171,0.001362398,0.001717305,0.0008593
mongoid_geo,1,11,4630,0.001362398,0.001453104,0.000644719
wordnik,1,3,3128,0.001362398,0.000396301,0.000435568
websocket-rack,1,1,1019,0.001362398,0.0001321,0.000141894
rscribd,4,39,14628,0.005449591,0.005151915,0.002036921
scribd_fu,1,13,3674,0.001362398,0.001717305,0.000511597
guard-jasmine-headless-webkit,3,5,1539,0.004087193,0.000660502,0.000214303
google_directions,1,3,1867,0.001362398,0.000396301,0.000259976
RubySunrise,1,3,1288,0.001362398,0.000396301,0.000179352
sundawg_country_codes,1,4,2241,0.001362398,0.000528402,0.000312055
what_methods,5,18,14690,0.006811989,0.002377807,0.002045554
cijoe,1,6,9954,0.001362398,0.000792602,0.001386075
looksee,13,28,46741,0.017711172,0.003698811,0.006508595
fancy_irb,1,10,11124,0.001362398,0.001321004,0.001548996
method_lister,1,1,1567,0.001362398,0.0001321,0.000218202
railroad,6,20,21992,0.008174387,0.002642008,0.003062344
validate_email,1,14,2899,0.001362398,0.001849406,0.00040368
bibtex-ruby,1,1,2612,0.001362398,0.0001321,0.000363716
latex-decode,1,1,426,0.001362398,0.0001321,5.93197E-05
transloadit-rails,1,2,413,0.001362398,0.000264201,5.75095E-05
unicode_utils,2,25,10461,0.002724796,0.00330251,0.001456674
r18n-core,1,5,15958,0.001362398,0.000660502,0.002222121
pr_geohash,1,386,73826,0.001362398,0.050990753,0.01028013
shotgun,8,2,66325,0.010899183,0.000264201,0.00923563
bluepill,3,35,53249,0.004087193,0.004623514,0.007414822
chronic_duration,3,35,21279,0.004087193,0.004623514,0.00296306
sinatra-respond_to,1,6,7157,0.001362398,0.000792602,0.000996599
rack-force_domain,1,11,1676,0.001362398,0.001453104,0.00023338
admin_data,1,37,18431,0.001362398,0.004887715,0.002566482
queue_classic,1,2,1324,0.001362398,0.000264201,0.000184364
dnsruby,1,5,18329,0.001362398,0.000660502,0.002552278
super_map,6,1,778,0.008174387,0.0001321,0.000108335
rubytree,2,60,30888,0.002724796,0.007926024,0.004301095
juicer,4,10,14721,0.005449591,0.001321004,0.002049871
shoulda-context,1,10,10297,0.001362398,0.001321004,0.001433838
automatic_foreign_key,8,14,7435,0.010899183,0.001849406,0.00103531
redhillonrails_core,4,28,10730,0.005449591,0.003698811,0.001494132
hyper-graph,2,7,3873,0.002724796,0.000924703,0.000539308
google_static_maps_helper,2,4,5502,0.002724796,0.000528402,0.000766143
inline_attachment,2,5,4844,0.002724796,0.000660502,0.000674518
juicer-rails,4,1,598,0.005449591,0.0001321,8.32704E-05
acts_as_sanitiled,2,15,3467,0.002724796,0.001981506,0.000482773
postgres,2,30,89696,0.002724796,0.003963012,0.012489997
site_meta,2,1,2110,0.002724796,0.0001321,0.000293813
kpi,1,2,992,0.001362398,0.000264201,0.000138134
goliath,3,4,7685,0.004087193,0.000528402,0.001070122
jsonpath,1,3,14288,0.001362398,0.000396301,0.001989577
fcgi,1,5,108718,0.001362398,0.000660502,0.015138774
dutchfaker,1,1,916,0.001362398,0.0001321,0.000127551
dkim,2,5,718,0.002724796,0.000660502,9.99801E-05
face,1,3,3412,0.001362398,0.000396301,0.000475114
klarlack,1,6,2906,0.001362398,0.000792602,0.000404655
split,2,7,1032,0.002724796,0.000924703,0.000143704
raibo,1,2,313,0.001362398,0.000264201,4.35847E-05
carrierwave-mongoid,5,16,4355,0.006811989,0.002113606,0.000606425
carrierwave_backgrounder,1,12,1300,0.001362398,0.001585205,0.000181023
mongoid_search,6,32,5226,0.008174387,0.004227213,0.000727711
random-word-generator,1,3,1101,0.001362398,0.000396301,0.000153312
xero_gateway,1,7,2236,0.001362398,0.000924703,0.000311359
logglier,2,3,2998,0.002724796,0.000396301,0.000417466
guard-migrate,1,1,695,0.001362398,0.0001321,9.67774E-05
thread-dump,1,1,1557,0.001362398,0.0001321,0.000216809
acts_as_audited_rails3,1,13,3514,0.001362398,0.001717305,0.000489318
xmpp4r,4,41,86823,0.005449591,0.005416116,0.012089937
xmpp4r-simple,2,9,10421,0.002724796,0.001188904,0.001451104
backgrounded,1,4,3875,0.001362398,0.000528402,0.000539586
resque-ensure-connected,2,3,8370,0.002724796,0.000396301,0.001165507
wireframe-rpm_contrib,1,1,1906,0.001362398,0.0001321,0.000265407
cronedit,3,13,5248,0.004087193,0.001717305,0.000730774
mattetti-googlecharts,1,22,0,0.001362398,0.002906209,0
acts_as_stripped,1,3,1983,0.001362398,0.000396301,0.000276129
opengraph,1,9,3276,0.001362398,0.001188904,0.000456177
notify_if_invalid,1,1,1024,0.001362398,0.0001321,0.00014259
opentoken,1,1,904,0.001362398,0.0001321,0.00012588
good_touch,1,1,792,0.001362398,0.0001321,0.000110284
elastic_searchable,2,2,4750,0.002724796,0.000264201,0.000661428
detect_browser_os,1,2,463,0.001362398,0.000264201,6.44719E-05
delete_paranoid,1,2,749,0.001362398,0.000264201,0.000104297
rack-oauth2,2,139,32596,0.002724796,0.018361955,0.004538931
has-bit-field,1,2,1495,0.001362398,0.000264201,0.000208176
guard-jslint-on-rails,2,1,375,0.002724796,0.0001321,5.2218E-05
open_gem,3,20,34987,0.004087193,0.002642008,0.004871873
rio,1,38,14875,0.001362398,0.005019815,0.002071315
placefinder,1,2,438,0.001362398,0.000264201,6.09907E-05
ruby-readability,1,5,2469,0.001362398,0.000660502,0.000343804
dirty,1,2,1217,0.001362398,0.000264201,0.000169465
yardstick,1,4,5709,0.001362398,0.000528402,0.000794967
memcached-northscale,1,187,19977,0.001362398,0.024702774,0.002781759
time-warp,3,10,5344,0.004087193,0.001321004,0.000744142
asset_hash,1,5,701,0.001362398,0.000660502,9.76129E-05
abstract,8,5958,2942165,0.010899183,0.787054161,0.409690859
chinese_permalink,1,2,2469,0.001362398,0.000264201,0.000343804
simple_nested_set,1,4,8616,0.001362398,0.000528402,0.001199762
ipaddress,2,10,9376,0.002724796,0.001321004,0.00130559
apotomo,2,18,9149,0.002724796,0.002377807,0.001273981
url_shortener,2,30,5285,0.002724796,0.003963012,0.000735926
shorturl,1,11,9632,0.001362398,0.001453104,0.001341238
credit_card_validator,1,5,2313,0.001362398,0.000660502,0.000322081
oily_png,4,43,10314,0.005449591,0.005680317,0.001436205
scout,1,17,86936,0.001362398,0.002245707,0.012105672
alias,1,12,12834,0.001362398,0.001585205,0.00178711
rightstuff,1,1,1627,0.001362398,0.0001321,0.000226557
rb-appscript,1,6,32177,0.001362398,0.000792602,0.004480586
ransack,7,9,3312,0.009536785,0.001188904,0.00046119
limerick_rake,2,5,842,0.002724796,0.000660502,0.000117247
bborn-desert,1,1,679,0.001362398,0.0001321,9.45495E-05
bborn-simplepay,1,1,750,0.001362398,0.0001321,0.000104436
rush,2,130,85554,0.002724796,0.017173052,0.011913231
acts_as_textcaptcha,1,5,5760,0.001362398,0.000660502,0.000802069
colored,3,210,125642,0.004087193,0.027741083,0.017495409
rack-fiber_pool,2,30,9431,0.002724796,0.003963012,0.001313249
thoughtbot-sortable_table,1,10,0,0.001362398,0.001321004,0
entp-multipass,1,3,0,0.001362398,0.000396301,0
pedantic,1,1,744,0.001362398,0.0001321,0.000103601
throne,1,1,2196,0.001362398,0.0001321,0.000305789
fakeweb-matcher,4,4,4273,0.005449591,0.000528402,0.000595007
google-api-client,1,6,2927,0.001362398,0.000792602,0.000407579
aws_cf_signer,2,5,1525,0.002724796,0.000660502,0.000212353
lu-tze,1,2,2004,0.001362398,0.000264201,0.000279053
linguist,1,2,279,0.001362398,0.000264201,3.88502E-05
active_sanity,2,7,1818,0.002724796,0.000924703,0.000253153
iconv,3,32,16115,0.004087193,0.004227213,0.002243983
workflow,4,96,20494,0.005449591,0.012681638,0.00285375
better_form,1,1,1631,0.001362398,0.0001321,0.000227114
cheddargetter_client_ruby,1,6,2078,0.001362398,0.000792602,0.000289358
memflash,1,1,468,0.001362398,0.0001321,6.51681E-05
property_sets,1,1,3911,0.001362398,0.0001321,0.000544599
global_uid,1,1,269,0.001362398,0.0001321,3.74577E-05
call_center,1,1,36,0.001362398,0.0001321,5.01293E-06
arturo,1,4,3418,0.001362398,0.000528402,0.00047595
basecamp,1,3,1568,0.001362398,0.000396301,0.000218341
expirable_locking,1,1,967,0.001362398,0.0001321,0.000134653
getoptdeclare,1,1,685,0.001362398,0.0001321,9.53849E-05
getopt,1,5,10363,0.001362398,0.000660502,0.001443028
kasket,1,5,10503,0.001362398,0.000660502,0.001462523
lymbix,1,1,2379,0.001362398,0.0001321,0.000331271
migration_tools,1,1,1862,0.001362398,0.0001321,0.00025928
mush,1,4,1508,0.001362398,0.000528402,0.000209986
prop,1,2,3002,0.001362398,0.000264201,0.000418023
eac-rack,1,1,565,0.001362398,0.0001321,7.86752E-05
tech-angels-resque-throttle,1,1,364,0.001362398,0.0001321,5.06863E-05
rsolr-ext,2,19,13092,0.002724796,0.002509908,0.001823036
schmobile,1,1,1004,0.001362398,0.0001321,0.000139805
ticket_sharing,1,1,394,0.001362398,0.0001321,5.48637E-05
e164,1,5,1921,0.001362398,0.000660502,0.000267496
dynect_rest,1,2,11625,0.001362398,0.000264201,0.001618759
boson,1,9,17526,0.001362398,0.001188904,0.002440462
active_record_shards,1,1,1385,0.001362398,0.0001321,0.000192859
active_record_host_pool,1,1,404,0.001362398,0.0001321,5.62562E-05
fakefs,4,10,15309,0.005449591,0.001321004,0.002131749
leftright,1,7,7835,0.001362398,0.000924703,0.001091009
query_diet,1,3,3159,0.001362398,0.000396301,0.000439885
fast_context,2,8,4009,0.002724796,0.001056803,0.000558246
rocco,1,2,6877,0.001362398,0.000264201,0.000957609
awesome_nested_fields,1,2,998,0.001362398,0.000264201,0.00013897
supermodel,1,3,9371,0.001362398,0.000396301,0.001304894
viva-app_config,1,7,1043,0.001362398,0.000924703,0.000145236
countries,5,34,11673,0.006811989,0.004491413,0.001625443
flowdock,1,1,326,0.001362398,0.0001321,4.53949E-05
cucumber_factory,2,3,9163,0.002724796,0.000396301,0.00127593
rufus-tokyo,2,10,32679,0.002724796,0.001321004,0.004550488
email_validator,2,12,2815,0.002724796,0.001585205,0.000391983
citier,1,3,756,0.001362398,0.000396301,0.000105272
simple_autocomplete,3,9,4934,0.004087193,0.001188904,0.00068705
cmdparse,1,22,54315,0.001362398,0.002906209,0.00756326
ripl,1,3,10489,0.001362398,0.000396301,0.001460573
tire,6,10,5336,0.008174387,0.001321004,0.000743028
em-hiredis,2,19,14569,0.002724796,0.002509908,0.002028705
em-redis,1,14,11253,0.001362398,0.001849406,0.001566959
twitter-stream,1,100,50931,0.001362398,0.01321004,0.007092045
pubsubhubbub,1,1,12646,0.001362398,0.0001321,0.001760931
ohm,5,26,24906,0.006811989,0.00343461,0.003468113
ohm-contrib,3,9,15490,0.004087193,0.001188904,0.002156953
fakeredis,1,3,3489,0.001362398,0.000396301,0.000485837
ar_after_transaction,1,7,1891,0.001362398,0.000924703,0.000263318
firefly-client,2,2,642,0.002724796,0.000264201,8.93973E-05
ruby-oembed,3,25,6145,0.004087193,0.00330251,0.00085568
cucumber-websteps,1,2,346,0.001362398,0.000264201,4.81798E-05
shippinglogic,1,4,6665,0.001362398,0.000528402,0.000928089
rack-cors,2,16,3371,0.002724796,0.002113606,0.000469405
enumerate_it,5,19,6589,0.006811989,0.002509908,0.000917506
sdoc,1,5,19862,0.001362398,0.000660502,0.002765746
w3c_validators,2,7,23553,0.002724796,0.000924703,0.00327971
activerecord-jdbcsqlite3-adapter,2,2,35261,0.002724796,0.000264201,0.004910027
rest-graph,2,83,18053,0.002724796,0.010964333,0.002513846
ruport-util,1,35,18376,0.001362398,0.004623514,0.002558823
markaby,2,18,34707,0.002724796,0.002377807,0.004832883
portablecontacts,2,22,4983,0.002724796,0.002906209,0.000693873
flickr_fu,2,24,6239,0.002724796,0.00317041,0.000868769
radix,1,2,1387,0.001362398,0.000264201,0.000193137
jruby-rack,1,16,88214,0.001362398,0.002113606,0.012283631
devise_oauth2_authenticatable,1,5,1287,0.001362398,0.000660502,0.000179212
auto_tagger,4,35,12661,0.005449591,0.004623514,0.00176302
request-log-analyzer,4,34,52623,0.005449591,0.004491413,0.007327652
cache-money,1,18,6111,0.001362398,0.002377807,0.000850945
to_api,1,4,2425,0.001362398,0.000528402,0.000337677
mustache_rails3,1,7,1715,0.001362398,0.000924703,0.00023881
redfinger,1,3,2740,0.001362398,0.000396301,0.00038154
net-dns,4,25,22935,0.005449591,0.00330251,0.003193655
foursquare2,7,20,4728,0.009536785,0.002642008,0.000658365
paper_trail_manager,1,2,223,0.001362398,0.000264201,3.10523E-05
rack-jsonp,1,45,11660,0.001362398,0.005944518,0.001623633
drx,1,1,7331,0.001362398,0.0001321,0.001020828
activerecord_random,1,1,1469,0.001362398,0.0001321,0.000204555
rack-throttle,1,16,4864,0.001362398,0.002113606,0.000677303
mizuno,1,1,3207,0.001362398,0.0001321,0.000446569
spoon,1,56,35464,0.001362398,0.007397622,0.004938294
heroku-nav,2,10,9795,0.002724796,0.001321004,0.001363935
lighthouse-api,1,16,4268,0.001362398,0.002113606,0.000594311
timocratic-test_benchmark,1,6,0,0.001362398,0.000792602,0
polyglot,1,6433,3579107,0.001362398,0.849801849,0.498383817
postmark,5,212,36580,0.006811989,0.028005284,0.005093695
cocaine,3,689,162148,0.004087193,0.091017173,0.022578799
active_exchange,1,1,2130,0.001362398,0.0001321,0.000296598
shopify_api,1,30,9672,0.001362398,0.003963012,0.001346808
youthtree-settings,1,1,1859,0.001362398,0.0001321,0.000258862
verification,2,41,8825,0.002724796,0.005416116,0.001228864
breadcrumbs_for,1,1,1934,0.001362398,0.0001321,0.000269306
defensio,1,20,3111,0.001362398,0.002642008,0.000433201
clickatell,2,56,15361,0.002724796,0.007397622,0.00213899
haddock,1,9,3933,0.001362398,0.001188904,0.000547663
jcheck_rails,1,1,1150,0.001362398,0.0001321,0.000160135
roadie,3,25,2964,0.004087193,0.00330251,0.000412731
refinerycms-base,1,120,42167,0.001362398,0.015852048,0.005871674
refinerycms-core,1,120,41013,0.001362398,0.015852048,0.005710982
refinerycms-dashboard,1,120,40440,0.001362398,0.015852048,0.005631193
refinerycms-images,1,120,40207,0.001362398,0.015852048,0.005598748
refinerycms-pages,1,120,40196,0.001362398,0.015852048,0.005597216
refinerycms-resources,1,120,40249,0.001362398,0.015852048,0.005604596
refinerycms-settings,1,120,41490,0.001362398,0.015852048,0.005777403
refinerycms-inquiries,2,94,28756,0.002724796,0.012417437,0.004004218
hipchat,5,18,6923,0.006811989,0.002377807,0.000964015
locale_rails,2,32,16079,0.002724796,0.004227213,0.00223897
wkhtmltopdf,2,9,5321,0.002724796,0.001188904,0.000740939
extensions,1,2,7960,0.001362398,0.000264201,0.001108415
resque-lock-timeout,2,25,6821,0.002724796,0.00330251,0.000949811
fingerjam,1,1,2629,0.001362398,0.0001321,0.000366083
cv-user-agent,1,3,1002,0.001362398,0.000396301,0.000139527
bradleypriest-mollom,1,1,239,0.001362398,0.0001321,3.32803E-05
pxpay,1,1,759,0.001362398,0.0001321,0.000105689
localist-instagvram,1,1,113,0.001362398,0.0001321,1.5735E-05
profanity_filter,3,19,2068,0.004087193,0.002509908,0.000287965
issuu,1,2,945,0.001362398,0.000264201,0.000131589
pg_search,2,14,3825,0.002724796,0.001849406,0.000532624
refinerycms-testing,2,3,3808,0.002724796,0.000396301,0.000530257
refinerycms-i18n,4,138,51327,0.005449591,0.018229855,0.007147187
refinerycms,3,169,101042,0.004087193,0.022324967,0.014069906
refinerycms-blog,2,53,12303,0.002724796,0.007001321,0.001713169
fixjour,4,16,20218,0.005449591,0.002113606,0.002815318
sexp_processor,3,569,400569,0.004087193,0.075165125,0.055778469
facebooker-rails3,1,3,2522,0.001362398,0.000396301,0.000351184
sauberia-aws-s3,1,2,2384,0.001362398,0.000264201,0.000331967
facebooker-rails3,1,3,2522,0.001362398,0.000396301,0.000351184
erector,1,11,35747,0.001362398,0.001453104,0.004977702
cssmin,1,34,7509,0.001362398,0.004491413,0.001045614
sauberia-aws-s3,1,2,2384,0.001362398,0.000264201,0.000331967
system-bang,1,2,1068,0.001362398,0.000264201,0.000148717
lsof,1,4,12234,0.001362398,0.000528402,0.001703561
fasterer-csv,1,1,8050,0.001362398,0.0001321,0.001120947
jsonschema,1,4,4950,0.001362398,0.000528402,0.000689278
erector,1,11,35747,0.001362398,0.001453104,0.004977702
cssmin,1,34,7509,0.001362398,0.004491413,0.001045614
cheat,2,6,38492,0.002724796,0.000792602,0.005359938
system-bang,1,2,1068,0.001362398,0.000264201,0.000148717
lsof,1,4,12234,0.001362398,0.000528402,0.001703561
needle,2,16,27853,0.002724796,0.002113606,0.003878477
fasterer-csv,1,1,8050,0.001362398,0.0001321,0.001120947
jsonschema,1,4,4950,0.001362398,0.000528402,0.000689278
rev,1,2,12918,0.001362398,0.000264201,0.001798807
cheat,1,6,38492,0.001362398,0.000792602,0.005359938
needle,1,16,27853,0.001362398,0.002113606,0.003878477
rev,1,2,12918,0.001362398,0.000264201,0.001798807
selenium-rc,3,70,82169,0.004087193,0.009247028,0.011441876
dumb_quotes,1,3,2034,0.001362398,0.000396301,0.000283231
replace_entities,1,1,1208,0.001362398,0.0001321,0.000168212
strip_control_chars,1,1,1245,0.001362398,0.0001321,0.000173364
bisac,1,1,1865,0.001362398,0.0001321,0.000259698
gbip,1,1,2390,0.001362398,0.0001321,0.000332803
onix,1,3,13310,0.001362398,0.000396301,0.001853392
isbn10,1,2,1952,0.001362398,0.000264201,0.000271812
ean13,1,5,4433,0.001362398,0.000660502,0.000617287
ean8,1,1,535,0.001362398,0.0001321,7.44977E-05
san,1,1,1491,0.001362398,0.0001321,0.000207619
upc,1,2,1327,0.001362398,0.000264201,0.000184782
abn,1,7,2866,0.001362398,0.000924703,0.000399085
rvista,1,1,5649,0.001362398,0.0001321,0.000786612
pdf-wrapper,1,2,7011,0.001362398,0.000264201,0.000976268
titlepage,1,1,3512,0.001362398,0.0001321,0.000489039
cargowise,1,1,3276,0.001362398,0.0001321,0.000456177
snail,1,6,1696,0.001362398,0.000792602,0.000236165
db2fog,1,3,470,0.001362398,0.000396301,6.54466E-05
digestion,1,1,1890,0.001362398,0.0001321,0.000263179
echoe,1,19,101302,0.001362398,0.002509908,0.01410611
play_solder,1,1,685,0.001362398,0.0001321,9.53849E-05
blankslate,1,45,46683,0.001362398,0.005944518,0.006500519
excon,6,797,236856,0.008174387,0.105284016,0.032981746
oa-enterprise,4,905,200675,0.005449591,0.119550859,0.027943611
machinist_mongo,2,32,15996,0.002724796,0.004227213,0.002227412
stopwords,1,1,752,0.001362398,0.0001321,0.000104715
sort_alphabetical,1,4,854,0.001362398,0.000528402,0.000118918
aq1018-sunspot_mongoid,1,1,303,0.001362398,0.0001321,4.21922E-05
workflow_on_mongoid,1,6,2854,0.001362398,0.000792602,0.000397414
chosen_rails,1,2,78,0.001362398,0.000264201,1.08614E-05
post_commit,2,3,2307,0.002724796,0.000396301,0.000321245
ajaxful_rating_jquery,1,6,682,0.001362398,0.000792602,9.49672E-05
opensrs,1,2,5334,0.001362398,0.000264201,0.000742749
phone,3,24,12299,0.004087193,0.00317041,0.001712612
magickly,1,1,2968,0.001362398,0.0001321,0.000413288
shared-mime-info,1,12,12899,0.001362398,0.001585205,0.001796161
testunitxml,1,1,4381,0.001362398,0.0001321,0.000610046
require_relative,4,29,11795,0.005449591,0.003830911,0.001642431
imagesize,1,50,25234,0.001362398,0.00660502,0.003513786
mongoid_spacial,1,7,1819,0.001362398,0.000924703,0.000253292
bit_mask,1,1,141,0.001362398,0.0001321,1.9634E-05
clamav,1,1,7877,0.001362398,0.0001321,0.001096857
paperclip-meta,2,8,1389,0.002724796,0.001056803,0.000193416
ym4r_gm,2,3,994,0.002724796,0.000396301,0.000138413
autotest-inotify,1,7,4785,0.001362398,0.000924703,0.000666302
packr,2,16,7347,0.002724796,0.002113606,0.001023056
mongoid_session_store,2,23,4896,0.002724796,0.003038309,0.000681759
rack-auth-ip,2,3,1710,0.002724796,0.000396301,0.000238114
syslogger,1,10,0,0.001362398,0.001321004,0
torquebox-rake-support,2,3,0,0.002724796,0.000396301,0
mongoid_nested_set,1,5,0,0.001362398,0.000660502,0
yard-rest-plugin,1,3,0,0.001362398,0.000396301,0
torquebox-messaging,1,4,1947,0.001362398,0.000528402,0.000271116
grouped_validations,2,11,3288,0.002724796,0.001453104,0.000457848
smurf,3,83,22296,0.004087193,0.010964333,0.003104675
jdbc-mysql,3,21,76436,0.004087193,0.002774108,0.010643567
kirk,1,1,2213,0.001362398,0.0001321,0.000308156
envjs,11,49,32103,0.014986376,0.006472919,0.004470281
harmony,1,6,6483,0.001362398,0.000792602,0.000902745
johnson,11,54,39659,0.014986376,0.007133421,0.00552244
merb-core,1,1,61817,0.001362398,0.0001321,0.008607899
readability,1,1,734,0.001362398,0.0001321,0.000102208
shortly,1,3,3398,0.001362398,0.000396301,0.000473165
capistrano_rsync_with_remote_cache,2,5,9485,0.002724796,0.000660502,0.001320768
central_logger,1,20,3753,0.001362398,0.002642008,0.000522598
net-http-spy,2,12,7329,0.002724796,0.001585205,0.001020549
linkscape,4,7,36476,0.005449591,0.000924703,0.005079213
barby-chunky_png,1,2,1081,0.001362398,0.000264201,0.000150527
astrails-safe,2,24,9660,0.002724796,0.00317041,0.001345137
email_veracity,1,25,5858,0.001362398,0.00330251,0.000815715
unread,1,1,330,0.001362398,0.0001321,4.59519E-05
enumlogic,1,5,2667,0.001362398,0.000660502,0.000371375
multitenant,1,5,700,0.001362398,0.000660502,9.74737E-05
active_merchant_ideal,1,2,3832,0.001362398,0.000264201,0.000533599
exception_notification_rails3,6,107,17365,0.008174387,0.014134742,0.002418043
polish,1,5,3785,0.001362398,0.000660502,0.000527054
refinerycms-news,1,51,14301,0.001362398,0.00673712,0.001991387
refinerycms-page-images,1,41,9466,0.001362398,0.005416116,0.001318122
gettext_activerecord,1,34,24106,0.001362398,0.004491413,0.003356714
gettext_rails,1,31,13420,0.001362398,0.004095112,0.001868709
tagtreescanner,1,1,977,0.001362398,0.0001321,0.000136045
serialized_attributes,1,1,398,0.001362398,0.0001321,5.54207E-05
action_mailer_tls,1,13,4931,0.001362398,0.001717305,0.000686632
has_price,1,1,1256,0.001362398,0.0001321,0.000174896
fastimage,1,23,5595,0.001362398,0.003038309,0.000779093
orm_adapter,5,2090,509406,0.006811989,0.276089828,0.070933813
devise_openid_authenticatable,5,21,7304,0.006811989,0.002774108,0.001017068
sunspot_mongoid,6,21,6089,0.008174387,0.002774108,0.000847882
mongoid_i18n,4,5,3943,0.005449591,0.000660502,0.000549055
idn,4,13,5495,0.005449591,0.001717305,0.000765168
giternal,4,2,3517,0.005449591,0.000264201,0.000489736
hydra,7,13,24300,0.009536785,0.001717305,0.003383729
heroku-autoscale,2,5,1984,0.002724796,0.000660502,0.000276268
button_form,5,1,2534,0.006811989,0.0001321,0.000352855
to_lang,2,3,3826,0.002724796,0.000396301,0.000532763
to-csv,3,11,4057,0.004087193,0.001453104,0.00056493
haml2slim,1,2,3113,0.001362398,0.000264201,0.000433479
mongoid-ancestry,1,3,822,0.001362398,0.000396301,0.000114462
mash,2,95,26984,0.002724796,0.012549538,0.00375747
rack-recaptcha,2,27,8267,0.002724796,0.003566711,0.001151164
errorapp_notifier,1,3,1113,0.001362398,0.000396301,0.000154983
acts_as_list-rails3,1,1,757,0.001362398,0.0001321,0.000105411
make_voteable,1,6,945,0.001362398,0.000792602,0.000131589
quo_vadis,1,1,1290,0.001362398,0.0001321,0.00017963
filemanager,1,1,3186,0.001362398,0.0001321,0.000443644
acts_as_taggable_on_steroids,1,21,5298,0.001362398,0.002774108,0.000737736
has_many_polymorphs,2,51,10926,0.002724796,0.00673712,0.001521425
simple_captcha,3,17,3642,0.004087193,0.002245707,0.000507142
lucy,1,9,1214,0.001362398,0.001188904,0.000169047
remarkable_paperclip,1,1,2255,0.001362398,0.0001321,0.000314004
taf2-curb,1,14,0,0.001362398,0.001849406,0
cubus-settingslogic,1,3,2687,0.001362398,0.000396301,0.00037416
popen4,4,11,29151,0.005449591,0.001453104,0.004059221
disqus,4,21,8160,0.005449591,0.002774108,0.001136264
wrest,1,9,12924,0.001362398,0.001188904,0.001799642
rack-protection,5,5,39366,0.006811989,0.000660502,0.00548164
rack-google-analytics,4,12,6064,0.005449591,0.001585205,0.0008444
permalink,3,5,1853,0.004087193,0.000660502,0.000258027
compass-fancybox-plugin,3,1,1279,0.004087193,0.0001321,0.000178098
sortifiable,1,1,944,0.001362398,0.0001321,0.00013145
fake-resque,1,2,1447,0.001362398,0.000264201,0.000201492
omniture_client,1,5,1517,0.001362398,0.000660502,0.000211239
saintly,1,3,2835,0.001362398,0.000396301,0.000394768
volleyball,1,3,641,0.001362398,0.000396301,8.9258E-05
vlad-hg,1,3,3411,0.001362398,0.000396301,0.000474975
test_benchmarker,2,2,1728,0.002724796,0.000264201,0.000240621
acts_as_follower,2,2,102,0.002724796,0.000264201,1.42033E-05
mongoid_grid,2,6,2112,0.002724796,0.000792602,0.000294092
mongo-resque,1,1,517,0.001362398,0.0001321,7.19913E-05
streamio-ffmpeg,1,3,11566,0.001362398,0.000396301,0.001610543
streamio-magick,1,1,956,0.001362398,0.0001321,0.000133121
logparser,1,1,667,0.001362398,0.0001321,9.28785E-05
tabulatr,1,6,1272,0.001362398,0.000792602,0.000177124
formtastic_datepicker_inputs,4,17,3210,0.005449591,0.002245707,0.000446986
phony,2,6,7084,0.002724796,0.000792602,0.000986433
Saikuro,1,155,95737,0.001362398,0.020475561,0.013331194
mynyml-redgreen,3,9,6790,0.004087193,0.001188904,0.000945495
torquebox,2,3,1916,0.002724796,0.000396301,0.000266799
ts-datetime-delta,2,67,22321,0.002724796,0.008850727,0.003108157
rails_xss,1,18,5431,0.001362398,0.002377807,0.000756256
immutable_attributes,1,3,876,0.001362398,0.000396301,0.000121981
simple_xlsx_writer,2,16,2639,0.002724796,0.002113606,0.000367476
app_constants,1,14,2033,0.001362398,0.001849406,0.000283091
em-jack,1,2,5784,0.001362398,0.000264201,0.000805411
mini_exiftool,2,16,16649,0.002724796,0.002113606,0.002318341
em-spec,1,2,2948,0.001362398,0.000264201,0.000410503
url_validator,1,3,480,0.001362398,0.000396301,6.68391E-05
ar_mailer_rails3,1,13,4345,0.001362398,0.001717305,0.000605033
compass-rgbapng,1,8,1689,0.001362398,0.001056803,0.00023519
ghost,3,13,20362,0.004087193,0.001717305,0.00283537
libv8,2,244,105084,0.002724796,0.032232497,0.014632746
facebook_api,1,1,1177,0.001362398,0.0001321,0.000163895
sortable,1,6,943,0.001362398,0.000792602,0.000131311
amqp,5,79,240875,0.006811989,0.010435931,0.033541384
bertrpc,1,11,12532,0.001362398,0.001453104,0.001745057
breakout_parser,1,2,18202,0.001362398,0.000264201,0.002534594
csvscan,1,8,2478,0.001362398,0.001056803,0.000345057
inifile,1,5,15192,0.001362398,0.000660502,0.002115457
minion,1,10,21253,0.001362398,0.001321004,0.00295944
